id,title,link,series,author,rating_count,review_count,pages,score,date_published,first_published,genre,publisher,isbn,language,awards,isbn10,rating
16033842,La Vérité sur l'Affaire Harry Quebert,https://www.goodreads.com/book/show/16033842-la-v-rit-sur-l-affaire-harry-quebert,Marcus Goldman #1,Joël Dicker,"158,612","15,702",670,"3,220","September 19, 2012","September 19, 2012","Fiction, Thriller, Mystery, Crime, France, Mystery Thriller, Contemporary, Suspense, Roman, Audiobook",De Fallois,9782877068161,French,,2877068161,4.17
9572203,The Snowman,https://www.goodreads.com/book/show/9572203-the-snowman,Harry Hole #7,Jo Nesbø,"135,049","9,940",383,"3,220","May 10, 2011","August 19, 2007","Mystery, Crime, Fiction, Thriller, Mystery Thriller, Scandinavian Literature, Detective, Nordic Noir, Audiobook, Suspense",Knopf Publishing Group,9780307595867,English,,0307595862,4.02
92307,Being and Time,https://www.goodreads.com/book/show/92307.Being_and_Time,,Martin Heidegger,"24,183",778,589,"3,218","August 1, 1962","January 1, 1927","Philosophy, Nonfiction, Classics, Psychology, German Literature, Theory, Science, Germany, Metaphysics, Academic",Harper & Row (NYC/Evanston),9780060638504,English,,0060638508,4.05
83143,Tatiana and Alexander,https://www.goodreads.com/book/show/83143.Tatiana_and_Alexander,The Bronze Horseman #2,Paullina Simons,"42,490","2,874",559,"3,213","January 1, 2008","January 1, 2003","Historical Fiction, Romance, Historical, Historical Romance, Fiction, Russia, War, Adult, World War II, Love",HarperCollins,9780007118892,English,,0007118899,4.28
44279110,My Year of Rest and Relaxation,https://www.goodreads.com/book/show/44279110-my-year-of-rest-and-relaxation,,Ottessa Moshfegh,"343,251","49,188",289,"3,208","June 25, 2019","July 10, 2018","Fiction, Contemporary, Literary Fiction, Mental Health, Audiobook, Adult, Novels, Adult Fiction, New York, Womens",Penguin Books,9780525522133,English,,0525522131,3.66
149196,Eva Luna,https://www.goodreads.com/book/show/149196.Eva_Luna,,Isabel Allende,"51,300","2,240",307,"3,206","June 1, 1989","January 1, 1987","Fiction, Magical Realism, Historical Fiction, Classics, Romance, Spanish Literature, Latin American, Novels, Literature, Literary Fiction",Bantam,9780553280586,English,,0553280589,3.99
16069030,The Winner's Curse,https://www.goodreads.com/book/show/16069030-the-winner-s-curse,The Winner's Trilogy #1,Marie Rutkoski,"107,940","13,654",355,"3,206","March 4, 2014","March 4, 2014","Fantasy, Young Adult, Romance, Dystopia, Young Adult Fantasy, Fiction, High Fantasy, Historical Fiction, Fantasy Romance, Historical",Farrar Straus Giroux,9780374384685,English,,0374384681,3.95
24445517,Maybe Someday,https://www.goodreads.com/book/show/24445517-maybe-someday,Maybe #1,Colleen Hoover,"489,112","35,703",385,"3,202","March 18, 2014","April 18, 2014","Romance, New Adult, Contemporary, Contemporary Romance, Fiction, Young Adult, Music, Audiobook, Chick Lit, College",Atria Books,,English,,,4.04
18966819,Golden Son,https://www.goodreads.com/book/show/18966819-golden-son,Red Rising Saga #2,Pierce Brown,"228,696","18,780",466,"3,194","January 6, 2015","January 6, 2015","Science Fiction, Fantasy, Fiction, Dystopia, Young Adult, Audiobook, Adult, Science Fiction Fantasy, Adventure, Space",Del Rey,9780345539823,English,,0345539826,4.45
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,https://www.goodreads.com/book/show/9742.The_Audacity_of_Hope,,Barack Obama,"163,527","5,778",375,"3,188","October 17, 2006","January 1, 2006","Nonfiction, Politics, Biography, Memoir, Audiobook, Autobiography, History, Biography Memoir, Presidents, Philosophy",Crown Publishers,9780307237699,English,,0307237699,3.82
151908910,How It Unfolds,https://www.goodreads.com/book/show/151908910-how-it-unfolds,The Far Reaches #1,James S.A. Corey,"6,142",396,38,"3,184","June 27, 2023","June 27, 2023","Science Fiction, Short Stories, Fiction, Audiobook, Space, Novella, Science Fiction Fantasy, Space Opera, Speculative Fiction, Fantasy",Amazon Original Stories,9781662515729,English,,1662515723,4.02
12875258,Tell the Wolves I'm Home,https://www.goodreads.com/book/show/12875258-tell-the-wolves-i-m-home,,Carol Rifka Brunt,"140,959","15,790",360,"3,181","January 1, 2012","June 19, 2012","Fiction, Young Adult, Historical Fiction, Contemporary, Coming Of Age, LGBT, Adult, Adult Fiction, Realistic Fiction, Book Club",Random House,9780679644194,English,,0679644199,4.03
9557,Sputnik Sweetheart,https://www.goodreads.com/book/show/9557.Sputnik_Sweetheart,,Haruki Murakami,"151,914","10,565",229,"3,178","October 3, 2002","April 20, 1999","Fiction, Japan, Japanese Literature, Magical Realism, Contemporary, Romance, Novels, Literature, LGBT, Asia",Vintage,9780099448471,English,,0099448475,3.83
13260670,Exile,https://www.goodreads.com/book/show/13260670-exile,Keeper of the Lost Cities #2,Shannon Messenger,"47,545","3,252",576,"3,176","October 1, 2013","October 1, 2013","Fantasy, Middle Grade, Fiction, Young Adult, Adventure, Magic, Childrens, Mystery, Young Adult Fantasy, Romance",Aladdin,9781442445987,English,,,4.49
5344,Hard Times,https://www.goodreads.com/book/show/5344.Hard_Times,,Charles Dickens,"66,806","4,058",384,"3,170","October 9, 2003","January 1, 1854","Classics, Fiction, Literature, 19th Century, Victorian, Novels, Historical Fiction, British Literature, Classic Literature, School",Pearson,9780321107213,English,,0321107217,3.54
